Numero1,Numero2,Numero3,Numero4,Numero5,Estrela1,Estrela2,Ano,Premio,Mes,MesNumerico,Dia,Semana,ÉSexta?,SomaNumeros,ÉImparNumeros?,SomaEstrelas,ÉImparEstrelas?
3,4,11,28,39,2,8,2010,28000000,jul,7,30,sx,1,85,1,10,0
13,25,28,29,42,4,5,2010,15000000,ago,8,06,sx,1,137,1,9,1
4,9,15,21,47,2,7,2010,15000000,ago,8,13,sx,1,96,0,9,1
5,27,31,40,42,1,6,2010,15000000,ago,8,20,sx,1,145,1,7,1
1,6,13,30,49,1,9,2010,15000000,ago,8,27,sx,1,99,1,10,0
13,24,26,47,49,4,8,2010,15000000,set,9,03,sx,1,159,1,12,0
17,21,35,41,45,1,5,2010,15000000,set,9,10,sx,1,159,1,6,0
17,27,29,38,50,1,3,2010,15000000,set,9,17,sx,1,161,1,4,0
1,4,16,40,48,1,9,2010,28000000,set,9,24,sx,1,109,1,10,0
1,4,6,27,48,1,6,2010,100000000,out,10,01,sx,1,86,0,7,1
9,30,35,39,46,6,8,2010,129000000,out,10,08,sx,1,159,1,14,0
2,31,36,38,43,3,7,2010,15000000,out,10,15,sx,1,150,0,10,0
4,5,9,11,39,3,5,2010,28000000,out,10,22,sx,1,68,0,8,0
16,20,22,32,42,8,9,2010,15000000,out,10,29,sx,1,132,0,17,1
21,23,33,40,50,4,5,2010,28000000,nov,11,05,sx,1,167,1,9,1
7,19,23,29,47,1,6,2010,15000000,nov,11,12,sx,1,125,1,7,1
12,15,32,36,45,7,9,2010,29000000,nov,11,19,sx,1,140,0,16,0
9,28,36,41,49,5,7,2010,44000000,nov,11,26,sx,1,163,1,12,0
8,19,28,32,46,4,7,2010,15000000,dez,12,03,sx,1,133,1,11,1
2,3,10,33,46,7,8,2010,28000000,dez,12,10,sx,1,94,0,15,1
3,20,29,35,42,3,8,2010,43000000,dez,12,17,sx,1,129,1,11,1
19,36,38,42,46,2,8,2010,15000000,dez,12,24,sx,1,181,1,10,0
2,24,34,38,43,1,7,2010,15000000,dez,12,31,sx,1,141,1,8,0
1,22,32,48,50,6,7,2011,15000000,jan,1,07,sx,1,153,1,13,1
2,14,24,39,44,6,7,2011,15000000,jan,1,14,sx,1,123,1,13,1
3,11,13,18,21,4,5,2011,29000000,jan,1,21,sx,1,66,0,9,1
13,23,24,41,42,1,5,2011,15000000,jan,1,28,sx,1,143,1,6,0
2,11,24,35,47,5,9,2011,28000000,fev,2,04,sx,1,119,1,14,0
12,14,15,19,23,7,8,2011,15000000,fev,2,11,sx,1,83,1,15,1
2,3,15,45,49,5,9,2011,28000000,fev,2,18,sx,1,114,0,14,0
12,13,42,45,48,3,9,2011,43000000,fev,2,25,sx,1,160,0,12,0
11,25,27,28,41,5,8,2011,59000000,mar,3,04,sx,1,132,0,13,1
17,19,24,37,46,2,7,2011,80000000,mar,3,11,sx,1,143,1,9,1
1,13,20,26,50,6,7,2011,105000000,mar,3,18,sx,1,110,0,13,1
6,12,21,27,33,3,7,2011,133000000,mar,3,25,sx,1,99,1,10,0
4,17,21,22,33,4,8,2011,15000000,abr,4,01,sx,1,97,1,12,0
21,23,38,47,50,2,6,2011,15000000,abr,4,08,sx,1,179,1,8,0
4,6,21,39,41,2,6,2011,29000000,abr,4,15,sx,1,111,1,8,0
11,22,36,45,48,1,4,2011,44000000,abr,4,22,sx,1,162,0,5,1
15,25,38,40,41,1,2,2011,15000000,abr,4,29,sx,1,159,1,3,1
11,16,20,22,28,4,9,2011,28000000,mai,5,06,sx,1,97,1,13,1
3,10,15,28,45,5,7,2011,100000000,mai,5,10,te,0,101,1,12,0
9,11,17,36,47,1,2,2011,123000000,mai,5,13,sx,1,120,0,3,1
20,21,37,45,46,2,3,2011,15000000,mai,5,17,te,0,169,1,5,1
10,14,20,25,42,8,11,2011,25000000,mai,5,20,sx,1,111,1,19,1
16,23,24,26,29,2,9,2011,15000000,mai,5,24,te,0,118,0,11,1
9,17,25,28,49,8,9,2011,26000000,mai,5,27,sx,1,128,0,17,1
1,9,10,22,50,5,11,2011,33000000,mai,5,31,te,0,92,0,16,0
4,39,40,49,50,2,5,2011,46000000,jun,6,03,sx,1,182,0,7,1
6,25,36,38,40,4,10,2011,54000000,jun,6,07,te,0,145,1,14,0
3,19,20,37,48,8,11,2011,68000000,jun,6,10,sx,1,127,1,19,1
5,12,19,41,48,8,10,2011,76000000,jun,6,14,te,0,125,1,18,0
11,16,21,22,44,3,8,2011,91000000,jun,6,17,sx,1,114,0,11,1
17,20,35,49,50,3,4,2011,101000000,jun,6,21,te,0,171,1,7,1
5,16,20,30,41,6,11,2011,119000000,jun,6,24,sx,1,112,0,17,1
15,16,30,44,50,2,3,2011,132000000,jun,6,28,te,0,155,1,5,1
8,11,23,31,46,8,9,2011,152000000,jul,7,01,sx,1,119,1,17,1
11,28,29,47,49,1,5,2011,171000000,jul,7,05,te,0,164,0,6,0
12,13,23,40,49,7,10,2011,185000000,jul,7,08,sx,1,137,1,17,1
17,19,38,42,45,9,10,2011,185000000,jul,7,12,te,0,161,1,19,1
6,26,33,34,39,3,4,2011,15000000,jul,7,15,sx,1,138,0,7,1
3,16,25,26,35,5,9,2011,21000000,jul,7,19,te,0,105,1,14,0
4,15,23,49,50,2,6,2011,15000000,jul,7,22,sx,1,141,1,8,0
1,5,22,25,48,3,11,2011,15000000,jul,7,26,te,0,101,1,14,0
12,19,27,37,38,5,10,2011,27000000,jul,7,29,sx,1,133,1,15,1
5,8,14,24,33,3,8,2011,15000000,ago,8,02,te,0,84,0,11,1
13,14,18,32,34,1,10,2011,26000000,ago,8,05,sx,1,111,1,11,1
7,23,24,34,36,8,11,2011,34000000,ago,8,09,te,0,124,0,19,1
7,10,20,27,37,4,7,2011,46000000,ago,8,12,sx,1,101,1,11,1
1,13,17,18,45,3,8,2011,53000000,ago,8,16,te,0,94,0,11,1
6,14,16,28,31,2,11,2011,65000000,ago,8,19,sx,1,95,1,13,1
4,6,14,42,50,2,4,2011,74000000,ago,8,23,te,0,116,0,6,0
12,22,25,33,45,5,7,2011,88000000,ago,8,26,sx,1,137,1,12,0
2,8,10,19,46,5,9,2011,97000000,ago,8,30,te,0,85,1,14,0
12,26,37,38,44,4,7,2011,114000000,set,9,02,sx,1,157,1,11,1
35,42,47,48,50,8,9,2011,126000000,set,9,06,te,0,222,0,17,1
5,21,28,31,34,1,2,2011,146000000,set,9,09,sx,1,119,1,3,1
9,28,30,32,49,9,10,2011,159000000,set,9,13,te,0,148,0,19,1
2,8,17,39,42,3,10,2011,15000000,set,9,16,sx,1,108,0,13,1
9,19,25,36,38,7,11,2011,15000000,set,9,20,te,0,127,1,18,0
6,14,33,34,48,2,6,2011,27000000,set,9,23,sx,1,135,1,8,0
18,27,28,35,40,3,5,2011,34000000,set,9,27,te,0,148,0,8,0
5,15,28,31,44,1,6,2011,48000000,set,9,30,sx,1,123,1,7,1
14,16,23,38,45,8,11,2011,100000000,out,10,04,te,0,136,0,19,1
18,26,34,38,42,5,8,2011,119000000,out,10,07,sx,1,158,0,13,1
1,4,12,16,48,9,10,2011,15000000,out,10,11,te,0,81,1,19,1
12,23,29,32,47,3,5,2011,27000000,out,10,14,sx,1,143,1,8,0
18,23,37,46,48,2,10,2011,34000000,out,10,18,te,0,172,0,12,0
2,19,33,37,46,5,8,2011,47000000,out,10,21,sx,1,137,1,13,1
12,22,27,28,39,4,10,2011,15000000,out,10,25,te,0,128,0,14,0
16,17,20,39,50,4,8,2011,26000000,out,10,28,sx,1,142,0,12,0
14,20,23,45,46,1,11,2011,33000000,nov,11,01,te,0,148,0,12,0
11,14,41,43,50,2,9,2011,45000000,nov,11,04,sx,1,159,1,11,1
1,4,15,29,40,1,5,2011,53000000,nov,11,08,te,0,89,1,6,0
1,4,18,23,30,3,7,2011,66000000,nov,11,11,sx,1,76,0,10,0
6,17,22,45,47,3,11,2011,15000000,nov,11,15,te,0,137,1,14,0
4,12,24,39,44,2,4,2011,15000000,nov,11,18,sx,1,123,1,6,0
16,18,24,38,40,2,4,2011,21000000,nov,11,22,te,0,136,0,6,0
14,19,26,28,34,5,8,2011,35000000,nov,11,25,sx,1,121,1,13,1
11,25,41,45,50,2,7,2011,15000000,nov,11,29,te,0,172,0,9,1
7,27,30,40,43,8,9,2011,26000000,dez,12,02,sx,1,147,1,17,1
19,20,21,34,38,3,9,2011,15000000,dez,12,06,te,0,132,0,12,0
12,21,29,44,47,1,2,2011,26000000,dez,12,09,sx,1,153,1,3,1
7,12,18,33,37,1,11,2011,33000000,dez,12,13,te,0,107,1,12,0
2,5,10,23,31,2,5,2011,46000000,dez,12,16,sx,1,71,1,7,1
1,9,12,14,48,1,7,2011,15000000,dez,12,20,te,0,84,0,8,0
7,21,22,24,28,1,11,2011,29000000,dez,12,23,sx,1,102,0,12,0
19,21,25,26,44,3,7,2011,37000000,dez,12,27,te,0,135,1,10,0
16,36,43,44,50,7,8,2011,50000000,dez,12,30,sx,1,189,1,15,1
3,30,42,45,49,5,10,2012,58000000,jan,1,03,te,0,169,1,15,1
1,6,10,12,31,2,7,2012,73000000,jan,1,06,sx,1,60,0,9,1
4,9,10,30,40,2,9,2012,15000000,jan,1,10,te,0,93,1,11,1
13,14,21,27,39,6,8,2012,28000000,jan,1,13,sx,1,114,0,14,0
12,22,30,31,44,5,6,2012,35000000,jan,1,17,te,0,139,1,11,1
2,10,22,27,28,6,8,2012,48000000,jan,1,20,sx,1,89,1,14,0
1,2,6,20,36,8,11,2012,15000000,jan,1,24,te,0,65,1,19,1
10,13,19,39,44,2,6,2012,27000000,jan,1,27,sx,1,125,1,8,0
9,34,38,43,45,2,4,2012,33000000,jan,1,31,te,0,169,1,6,0
16,19,20,25,28,1,10,2012,45000000,fev,2,03,sx,1,108,0,11,1
3,15,17,28,33,2,4,2012,53000000,fev,2,07,te,0,96,0,6,0
3,8,14,31,41,7,11,2012,15000000,fev,2,10,sx,1,97,1,18,0
14,27,36,42,46,8,11,2012,21000000,fev,2,14,te,0,165,1,19,1
4,11,28,38,47,10,11,2012,34000000,fev,2,17,sx,1,128,0,21,1
11,14,24,25,29,7,11,2012,41000000,fev,2,21,te,0,103,1,18,0
3,7,12,26,34,8,10,2012,54000000,fev,2,24,sx,1,82,0,18,0
1,10,17,33,48,2,3,2012,15000000,fev,2,28,te,0,109,1,5,1
5,6,11,30,44,2,6,2012,26000000,mar,3,02,sx,1,96,0,8,0
23,24,27,37,47,2,6,2012,15000000,mar,3,06,te,0,158,0,8,0
3,32,36,39,47,6,9,2012,26000000,mar,3,09,sx,1,157,1,15,1
1,10,25,43,47,8,9,2012,33000000,mar,3,13,te,0,126,0,17,1
3,4,12,23,50,4,7,2012,45000000,mar,3,16,sx,1,92,0,11,1
15,16,28,30,46,3,4,2012,15000000,mar,3,20,te,0,135,1,7,1
9,15,23,31,50,8,11,2012,26000000,mar,3,23,sx,1,128,0,19,1
24,27,29,34,36,7,8,2012,15000000,mar,3,27,te,0,150,0,15,1
4,17,23,36,46,6,10,2012,15000000,mar,3,30,sx,1,126,0,16,0
1,8,18,25,30,9,10,2012,21000000,abr,4,03,te,0,82,0,19,1
11,20,30,35,45,2,3,2012,32000000,abr,4,06,sx,1,141,1,5,1
22,25,27,36,37,5,9,2012,39000000,abr,4,10,te,0,147,1,14,0
8,13,26,39,43,3,5,2012,53000000,abr,4,13,sx,1,129,1,8,0
10,28,33,48,49,1,10,2012,15000000,abr,4,17,te,0,168,0,11,1
3,6,29,32,41,10,11,2012,26000000,abr,4,20,sx,1,111,1,21,1
8,9,24,43,48,3,5,2012,32000000,abr,4,24,te,0,132,0,8,0
20,27,30,36,43,1,6,2012,44000000,abr,4,27,sx,1,156,0,7,1
4,5,15,19,41,9,11,2012,15000000,mai,5,01,te,0,84,0,20,0
3,26,39,40,41,1,2,2012,25000000,mai,5,04,sx,1,149,1,3,1
3,21,34,38,48,5,8,2012,32000000,mai,5,08,te,0,144,0,13,1
1,13,17,38,44,2,11,2012,44000000,mai,5,11,sx,1,113,1,13,1
2,11,13,26,50,2,5,2012,51000000,mai,5,15,te,0,102,0,7,1
13,29,43,47,50,9,11,2012,64000000,mai,5,18,sx,1,182,0,20,0
16,31,32,37,41,1,7,2012,72000000,mai,5,22,te,0,157,1,8,0
12,22,35,46,49,2,8,2012,87000000,mai,5,25,sx,1,164,0,10,0
8,15,17,25,28,3,11,2012,99000000,mai,5,29,te,0,93,1,14,0
2,4,14,26,36,9,10,2012,116000000,jun,6,01,sx,1,82,0,19,1
13,34,37,47,49,8,9,2012,132000000,jun,6,05,te,0,180,0,17,1
5,11,22,34,40,9,11,2012,156000000,jun,6,08,sx,1,112,0,20,0
8,15,26,30,48,9,10,2012,15000000,jun,6,12,te,0,127,1,19,1
10,22,27,38,48,3,7,2012,26000000,jun,6,15,sx,1,145,1,10,0
7,17,20,35,50,5,11,2012,15000000,jun,6,19,te,0,129,1,16,0
14,18,19,43,49,3,7,2012,15000000,jun,6,22,sx,1,143,1,10,0
1,11,20,22,35,8,10,2012,21000000,jun,6,26,te,0,89,1,18,0
14,17,28,29,39,1,11,2012,33000000,jun,6,29,sx,1,127,1,12,0
2,7,22,27,40,3,6,2012,40000000,jul,7,03,te,0,98,0,9,1
31,32,38,40,42,1,3,2012,52000000,jul,7,06,sx,1,183,1,4,0
1,3,16,24,37,1,8,2012,60000000,jul,7,10,te,0,81,1,9,1
8,18,25,35,46,4,9,2012,75000000,jul,7,13,sx,1,132,0,13,1
2,7,24,43,46,10,8,2012,85000000,jul,7,17,te,0,122,0,18,0
10,19,23,45,49,9,10,2012,101000000,jul,7,20,sx,1,146,0,19,1
4,16,18,25,44,1,11,2012,112000000,jul,7,24,te,0,107,1,12,0
14,15,21,23,48,2,10,2012,135000000,jul,7,27,sx,1,121,1,12,0
4,29,35,36,39,8,9,2012,153000000,jul,7,31,te,0,143,1,17,1
24,34,35,42,46,1,5,2012,176000000,ago,8,03,sx,1,181,1,6,0
20,27,34,46,50,2,3,2012,190000000,ago,8,07,te,0,177,1,5,1
11,17,21,48,50,9,10,2012,190000000,ago,8,10,sx,1,147,1,19,1
1,16,38,42,45,9,10,2012,15000000,ago,8,14,te,0,142,0,19,1
19,25,28,33,44,2,8,2012,26000000,ago,8,17,sx,1,149,1,10,0
4,5,17,38,48,3,4,2012,34000000,ago,8,21,te,0,112,0,7,1
5,6,12,19,37,3,7,2012,46000000,ago,8,24,sx,1,79,1,10,0
1,18,25,26,44,4,5,2012,15000000,ago,8,28,te,0,114,0,9,1
16,28,31,33,48,7,11,2012,27000000,ago,8,31,sx,1,156,0,18,0
11,17,18,39,44,5,10,2012,34000000,set,9,04,te,0,129,1,15,1
13,15,30,35,42,4,6,2012,46000000,set,9,07,sx,1,135,1,10,0
6,15,22,37,44,2,4,2012,15000000,set,9,11,te,0,124,0,6,0
3,10,23,27,44,7,9,2012,26000000,set,9,14,sx,1,107,1,16,0
6,7,38,39,44,7,9,2012,15000000,set,9,18,te,0,134,0,16,0
4,19,34,41,43,7,11,2012,26000000,set,9,21,sx,1,141,1,18,0
7,25,27,48,49,1,4,2012,33000000,set,9,25,te,0,156,0,5,1
20,23,26,30,33,6,9,2012,100000000,set,9,28,sx,1,132,0,15,1
4,16,21,36,42,7,8,2012,15000000,out,10,02,te,0,119,1,15,1
9,16,18,19,21,2,3,2012,26000000,out,10,05,sx,1,83,1,5,1
2,8,10,23,25,8,9,2012,34000000,out,10,09,te,0,68,0,17,1
6,7,17,35,43,2,8,2012,46000000,out,10,12,sx,1,108,0,10,0
10,32,40,41,49,2,8,2012,54000000,out,10,16,te,0,172,0,10,0
16,29,37,40,44,8,10,2012,67000000,out,10,19,sx,1,166,0,18,0
1,28,35,38,50,2,10,2012,76000000,out,10,23,te,0,152,0,12,0
5,6,9,27,38,5,11,2012,90000000,out,10,26,sx,1,85,1,16,0
23,24,25,31,44,2,3,2012,101000000,out,10,30,te,0,147,1,5,1
3,6,10,11,44,3,4,2012,119000000,nov,11,02,sx,1,74,0,7,1
7,20,25,35,41,1,9,2012,132000000,nov,11,06,te,0,128,0,10,0
14,21,22,28,47,4,5,2012,152000000,nov,11,09,sx,1,132,0,9,1
11,16,21,24,29,2,6,2012,168000000,nov,11,13,te,0,101,1,8,0
10,15,19,23,41,2,9,2012,15000000,nov,11,16,sx,1,108,0,11,1
28,30,42,45,49,5,10,2012,21000000,nov,11,20,te,0,194,0,15,1
1,9,11,20,40,1,5,2012,15000000,nov,11,23,sx,1,81,1,6,0
6,10,23,44,49,1,7,2012,22000000,nov,11,27,te,0,132,0,8,0
10,18,23,24,40,3,4,2012,33000000,nov,11,30,sx,1,115,1,7,1
5,10,28,29,44,2,4,2012,41000000,dez,12,04,te,0,116,0,6,0
10,16,18,31,42,2,5,2012,54000000,dez,12,07,sx,1,117,1,7,1
1,4,9,43,50,6,8,2012,62000000,dez,12,11,te,0,107,1,14,0
10,11,29,40,43,3,11,2012,76000000,dez,12,14,sx,1,133,1,14,0
14,18,20,35,44,2,5,2012,85000000,dez,12,18,te,0,131,1,7,1
3,5,22,40,42,3,10,2012,100000000,dez,12,21,sx,1,112,0,13,1
14,18,20,23,32,3,10,2012,15000000,dez,12,25,te,0,107,1,13,1
17,24,26,27,49,3,5,2012,25000000,dez,12,28,sx,1,143,1,8,0
2,7,8,36,49,1,11,2013,36000000,jan,1,01,te,0,102,0,12,0
4,10,22,27,41,8,10,2013,15000000,jan,1,04,sx,1,104,0,18,0
2,20,22,26,47,5,9,2013,22000000,jan,1,08,te,0,117,1,14,0
4,22,29,37,41,4,7,2013,33000000,jan,1,11,sx,1,133,1,11,1
22,38,40,42,47,1,11,2013,15000000,jan,1,15,te,0,189,1,12,0
4,26,27,30,39,3,10,2013,26000000,jan,1,18,sx,1,126,0,13,1
1,10,44,45,48,1,4,2013,33000000,jan,1,22,te,0,148,0,5,1
3,10,18,31,37,2,4,2013,44000000,jan,1,25,sx,1,99,1,6,0
9,16,26,36,39,2,6,2013,15000000,jan,1,29,te,0,126,0,8,0
5,21,34,37,38,1,6,2013,15000000,fev,2,01,sx,1,135,1,7,1
6,25,31,40,45,6,7,2013,21000000,fev,2,05,te,0,147,1,13,1
9,11,14,34,44,10,11,2013,32000000,fev,2,08,sx,1,112,0,21,1
5,11,16,25,28,7,9,2013,40000000,fev,2,12,te,0,85,1,16,0
2,4,22,28,42,4,9,2013,52000000,fev,2,15,sx,1,98,0,13,1
12,15,28,30,44,8,9,2013,59000000,fev,2,19,te,0,129,1,17,1
15,16,28,36,37,2,11,2013,15000000,fev,2,22,sx,1,132,0,13,1
3,12,13,17,30,2,6,2013,21000000,fev,2,26,te,0,75,1,8,0
1,11,29,36,42,4,5,2013,32000000,mar,3,01,sx,1,119,1,9,1
8,19,31,33,39,2,7,2013,39000000,mar,3,05,te,0,130,0,9,1
3,20,23,28,42,8,11,2013,51000000,mar,3,08,sx,1,116,0,19,1
2,4,10,22,50,5,8,2013,15000000,mar,3,12,te,0,88,0,13,1
4,14,21,24,39,3,10,2013,15000000,mar,3,15,sx,1,102,0,13,1
19,32,35,37,44,1,9,2013,21000000,mar,3,19,te,0,167,1,10,0
12,27,32,34,49,8,9,2013,100000000,mar,3,22,sx,1,154,0,17,1
4,26,30,42,44,6,11,2013,111000000,mar,3,26,te,0,146,0,17,1
13,30,43,44,46,5,9,2013,130000000,mar,3,29,sx,1,176,0,14,0
12,17,25,29,41,1,4,2013,15000000,abr,4,02,te,0,124,0,5,1
1,11,17,32,39,2,7,2013,25000000,abr,4,05,sx,1,100,0,9,1
15,35,38,44,48,5,10,2013,15000000,abr,4,09,te,0,180,0,15,1
5,10,15,28,45,3,9,2013,26000000,abr,4,12,sx,1,103,1,12,0
1,11,22,33,50,4,6,2013,15000000,abr,4,16,te,0,117,1,10,0
1,8,42,46,48,4,7,2013,15000000,abr,4,19,sx,1,145,1,11,1
1,4,7,10,50,4,11,2013,21000000,abr,4,23,te,0,72,0,15,1
11,16,24,38,40,2,5,2013,32000000,abr,4,26,sx,1,129,1,7,1
13,36,40,43,50,5,9,2013,15000000,abr,4,30,te,0,182,0,14,0
3,5,34,40,49,2,3,2013,25000000,mai,5,03,sx,1,131,1,5,1
13,27,28,42,43,4,6,2013,32000000,mai,5,07,te,0,153,1,10,0
1,32,35,45,48,4,11,2013,42000000,mai,5,10,sx,1,161,1,15,1
7,8,24,27,36,5,11,2013,50000000,mai,5,14,te,0,102,0,16,0
6,20,24,25,50,9,10,2013,62000000,mai,5,17,sx,1,125,1,19,1
7,8,19,28,29,5,9,2013,71000000,mai,5,21,te,0,91,1,14,0
7,17,22,27,40,2,3,2013,85000000,mai,5,24,sx,1,113,1,5,1
8,13,26,34,38,3,11,2013,94000000,mai,5,28,te,0,119,1,14,0
27,28,29,34,43,5,10,2013,15000000,mai,5,31,sx,1,161,1,15,1
31,33,34,37,40,1,6,2013,21000000,jun,6,04,te,0,175,1,7,1
7,14,26,45,50,2,7,2013,100000000,jun,6,07,sx,1,142,0,9,1
5,7,9,25,41,1,5,2013,112000000,jun,6,11,te,0,87,1,6,0
10,25,41,47,48,6,10,2013,129000000,jun,6,14,sx,1,171,1,16,0
17,24,33,41,44,1,11,2013,143000000,jun,6,18,te,0,159,1,12,0
10,11,30,36,45,1,2,2013,166000000,jun,6,21,sx,1,132,0,3,1
4,5,13,27,35,1,2,2013,185000000,jun,6,25,te,0,84,0,3,1
1,15,28,35,47,1,7,2013,15000000,jun,6,28,sx,1,126,0,8,0
11,13,14,28,30,4,5,2013,15000000,jul,7,02,te,0,96,0,9,1
4,12,15,28,33,1,10,2013,26000000,jul,7,05,sx,1,92,0,11,1
16,18,31,38,49,4,10,2013,33000000,jul,7,09,te,0,152,0,14,0
18,26,32,33,42,2,3,2013,15000000,jul,7,12,sx,1,151,1,5,1
19,23,34,47,50,4,6,2013,22000000,jul,7,16,te,0,173,1,10,0
13,16,24,26,35,2,5,2013,15000000,jul,7,19,sx,1,114,0,7,1
14,15,16,19,44,4,5,2013,15000000,jul,7,23,te,0,108,0,9,1
12,23,29,38,49,3,4,2013,15000000,jul,7,26,sx,1,151,1,7,1
3,4,11,14,43,1,6,2013,22000000,jul,7,30,te,0,75,1,7,1
21,36,37,42,48,4,7,2013,32000000,ago,8,02,sx,1,184,0,11,1
16,17,31,47,49,3,11,2013,39000000,ago,8,06,te,0,160,0,14,0
4,7,9,23,24,8,9,2013,51000000,ago,8,09,sx,1,67,1,17,1
5,17,20,47,50,1,4,2013,59000000,ago,8,13,te,0,139,1,5,1
20,24,27,37,39,5,10,2013,70000000,ago,8,16,sx,1,147,1,15,1
5,11,42,49,50,8,11,2013,79000000,ago,8,20,te,0,157,1,19,1
1,6,26,30,37,5,8,2013,93000000,ago,8,23,sx,1,100,0,13,1
7,30,38,40,43,2,6,2013,15000000,ago,8,27,te,0,158,0,8,0
2,17,25,36,45,5,9,2013,25000000,ago,8,30,sx,1,125,1,14,0
5,9,16,18,42,7,9,2013,15000000,set,9,03,te,0,90,0,16,0
11,23,25,32,37,4,7,2013,25000000,set,9,06,sx,1,128,0,11,1
7,11,14,28,30,2,10,2013,15000000,set,9,10,te,0,90,0,12,0
4,6,14,27,33,5,10,2013,27000000,set,9,13,sx,1,84,0,15,1
13,17,21,42,44,9,11,2013,34000000,set,9,17,te,0,137,1,20,0
5,11,35,38,45,2,3,2013,45000000,set,9,20,sx,1,134,0,5,1
10,20,26,28,43,9,11,2013,53000000,set,9,24,te,0,127,1,20,0
11,15,38,41,43,2,6,2013,65000000,set,9,27,sx,1,148,0,8,0
19,23,25,44,48,8,9,2013,15000000,out,10,01,te,0,159,1,17,1
6,20,24,35,50,5,10,2013,25000000,out,10,04,sx,1,135,1,15,1
23,24,26,33,42,3,5,2013,32000000,out,10,08,te,0,148,0,8,0
6,12,17,23,43,5,9,2013,43000000,out,10,11,sx,1,101,1,14,0
18,27,39,43,47,4,7,2013,50000000,out,10,15,te,0,174,0,11,1
5,25,36,46,47,2,6,2013,15000000,out,10,18,sx,1,159,1,8,0
29,33,39,41,44,9,11,2013,21000000,out,10,22,te,0,186,0,20,0
2,3,10,31,38,6,10,2013,31000000,out,10,25,sx,1,84,0,16,0
9,10,30,32,37,2,6,2013,15000000,out,10,29,te,0,118,0,8,0
7,19,29,30,33,3,8,2013,15000000,nov,11,01,sx,1,118,0,11,1
6,12,13,35,38,2,3,2013,21000000,nov,11,05,te,0,104,0,5,1
20,28,35,42,43,8,10,2013,15000000,nov,11,08,sx,1,168,0,18,0
14,29,37,40,48,2,11,2013,15000000,nov,11,12,te,0,168,0,13,1
3,13,15,29,42,1,4,2013,100000000,nov,11,15,sx,1,102,0,5,1
14,15,19,36,45,1,10,2013,15000000,nov,11,19,te,0,129,1,11,1
13,25,26,40,50,8,9,2013,24000000,nov,11,22,sx,1,154,0,17,1
19,23,27,42,44,3,5,2013,31000000,nov,11,26,te,0,155,1,8,0
2,7,10,23,43,4,7,2013,15000000,nov,11,29,sx,1,85,1,11,1
6,13,15,29,32,2,9,2013,15000000,dez,12,03,te,0,95,1,11,1
1,2,18,31,36,7,10,2013,24000000,dez,12,06,sx,1,88,0,17,1
6,24,35,49,50,1,7,2013,31000000,dez,12,10,te,0,164,0,8,0
1,22,23,24,31,6,11,2013,43000000,dez,12,13,sx,1,101,1,17,1
6,8,27,37,41,7,10,2013,51000000,dez,12,17,te,0,119,1,17,1
12,13,17,22,43,3,10,2013,63000000,dez,12,20,sx,1,107,1,13,1
5,19,31,43,50,2,6,2013,72000000,dez,12,24,te,0,148,0,8,0
1,6,13,22,28,5,10,2013,85000000,dez,12,27,sx,1,70,0,15,1
13,20,24,29,45,3,7,2013,97000000,dez,12,31,te,0,131,1,10,0
3,27,31,38,44,3,8,2014,112000000,jan,1,03,sx,1,143,1,11,1
2,20,27,33,45,6,10,2014,127000000,jan,1,07,te,0,127,1,16,0
1,2,11,27,29,1,10,2014,15000000,jan,1,10,sx,1,70,0,11,1
18,20,25,26,37,10,11,2014,21000000,jan,1,14,te,0,126,0,21,1
19,26,32,33,42,4,10,2014,32000000,jan,1,17,sx,1,152,0,14,0
4,12,35,42,48,5,8,2014,40000000,jan,1,21,te,0,141,1,13,1
5,19,34,35,41,1,5,2014,51000000,jan,1,24,sx,1,134,0,6,0
18,20,23,42,48,2,9,2014,59000000,jan,1,28,te,0,151,1,11,1
8,10,15,16,31,8,9,2014,71000000,jan,1,31,sx,1,80,0,17,1
1,21,33,37,38,4,8,2014,15000000,fev,2,04,te,0,130,0,12,0
3,17,19,46,47,9,10,2014,26000000,fev,2,07,sx,1,132,0,19,1
8,17,25,41,47,1,2,2014,15000000,fev,2,11,te,0,138,0,3,1
2,4,6,19,39,2,7,2014,25000000,fev,2,14,sx,1,70,0,9,1
23,26,36,37,49,6,7,2014,15000000,fev,2,18,te,0,171,1,13,1
13,17,28,30,32,5,7,2014,25000000,fev,2,21,sx,1,120,0,12,0
21,25,28,35,42,4,6,2014,31000000,fev,2,25,te,0,151,1,10,0
12,32,38,43,44,2,7,2014,42000000,fev,2,28,sx,1,169,1,9,1
3,5,22,27,44,1,6,2014,15000000,mar,3,04,te,0,101,1,7,1
5,10,38,40,41,1,8,2014,100000000,mar,3,07,sx,1,134,0,9,1
1,4,23,33,44,7,8,2014,112000000,mar,3,11,te,0,105,1,15,1
6,24,25,27,30,5,9,2014,129000000,mar,3,14,sx,1,112,0,14,0
8,27,34,36,39,5,10,2014,15000000,mar,3,18,te,0,144,0,15,1
7,30,37,39,42,5,7,2014,24000000,mar,3,21,sx,1,155,1,12,0
7,20,26,28,50,2,8,2014,15000000,mar,3,25,te,0,131,1,10,0
3,4,19,28,43,3,7,2014,25000000,mar,3,28,sx,1,97,1,10,0
